id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
2or8ETC2aPaOLJFnF9VoXX,Still They Ride,Escape,43wpzak9OmQfrjyksuGwp0,['Journey'],['0rvjqX7ttXeg3mTy8Xscbt'],5,1,False,0.346,0.5379999999999999,0,-9.956,1,0.0322,0.249,0.0,0.145,0.301,131.993,230453,4.0,1981,1981
5mdPiqn9SFAvOID434AeKw,Joy to the World,Let It Snow,4ume2ybRcY6n7pwa5wEkKP,['Beckah Shae'],['4Pi85G2JqF1PZeHfr3tGpu'],3,1,False,0.522,0.456,5,-9.908,1,0.0259,0.73,0.0,0.283,0.435,159.955,123040,4.0,2016,2016-12-02
4WOXCgWLYdsjS3agOnOVGj,Chase Me,Watch Them Fall,6OhVivAPHdZBx3N3sWnHDu,['Katie Herzig'],['5jbP6txZCMe5l7QLZ1pmJ3'],2,1,False,0.725,0.326,5,-8.828,1,0.0332,0.7859999999999999,1.23e-06,0.0933,0.3329999999999999,132.963,208067,4.0,2004,2004
4nQCY0VgNL8pA5277Ittax,El Eucalipto,Ensayo,09ihL6AuA7AkaoxgDDFU8l,['Nueva Vulcano'],['07KQg01nfkJUG5zgSKuJYK'],1,1,False,0.505,0.72,4,-7.14,1,0.0432,0.0596,0.0,0.46,0.359,136.991,146664,4.0,2020,2020-09-18
6lYHPBy0KQQBO46y61z9GY,Life Goes On,"Lighten Up, Francis",5MYxI44IuVvAXiCqLEtYvk,['The Everyday Things'],['2O6sYCynVP7UvHMprYJNmr'],10,1,False,0.489,0.863,7,-6.257999999999999,1,0.0343,0.00461,9.72e-05,0.104,0.682,119.752,155600,4.0,2005,2005-01-01
7uSd0lHno9B5BhblJxWsKR,Dream Team,Where We Were,7rCvJCtJ0kJdK7ioMvOtj6,"['Andy Laverne', 'John Abercrombie']","['0wHlC8tumVxWRyxKutlQUm', '1OCdpTg8d7Ehpj8B9j4iqa']",4,1,False,0.5489999999999999,0.186,0,-20.037,0,0.0358,0.989,0.905,0.73,0.4589999999999999,76.09899999999998,443600,4.0,1996,1996
0ypvpRvEPev4Mi7cXun0le,Police Song,Primordial Pus,1nbwp3pxe4wRdQkBBdsNT0,['Black Pus'],['4C9qhOkWrX1N9vYvzrD5fe'],2,1,False,0.291,0.993,8,0.675,1,0.115,2.35e-06,0.86,0.3429999999999999,0.4479999999999999,133.47799999999998,315533,4.0,2011,2011-10-11
2zGMW78rTOgQiY4yOFW1gZ,Petrouchka (Scenes burlesques en quatre tableaux): Deuxième Tableau,"Igor Stravinsky: Pétrouchka, Le Chant du rossignol, Feu d'artifice,",4GyAuLXgg22MTuciY2pUgs,"['Igor Stravinsky', 'Wiener Philharmoniker', 'Lorin Maazel']","['7ie36YytMoKtPiL7tUvmoE', '003f4bk13c6Q3gAUXv7dGJ', '3EQvBmWlfyaRLGDuVfKmve']",2,1,False,0.278,0.0727,4,-23.235,0,0.0439,0.951,0.335,0.3720000000000001,0.111,107.047,283560,5.0,1999,1999-03-08
3BRZMwj5y52OqP9nAniFvW,Out of Tricks,Leverage (Original Television Soundtrack),3cPuUsecA82397i8SvotFR,['Joseph Loduca'],['7K8ZZVUXpoWs9KH9VAoVhi'],24,1,False,0.6629999999999999,0.231,4,-20.512,0,0.0538,0.3829999999999999,0.929,0.122,0.22,118.997,79107,4.0,2010,2010-01-19
2G8g23AYWGJnxZgwpEa9lE,Alive (from The Story),Love Revolution,7lxvGTdwoLfkQ48E1wT2HG,['Natalie Grant'],['6KVnMm856M8CHHBCw53Ihh'],13,1,False,0.34,0.708,4,-4.58,0,0.0368,0.00196,3.47e-05,0.166,0.121,151.961,306880,4.0,2010,2010-08-24
3LE96w8qE5A7HXjREd0vGm,I Hate Stick Shifts,Baby Steps,7Eklz8JLnmbW3nPERPdzye,['Grant Lyon'],['4zMO3WEJRjZdbKt3i4bKoD'],9,1,False,0.7390000000000001,0.4679999999999999,3,-10.427,1,0.963,0.737,0.0,0.682,0.885,83.60799999999998,50173,5.0,2009,2009-10-31
7aGLTVUVbdR3tAs6KXBIv1,Your Girl,Your Girl,2rgtZOo1SHl6is9n95fyal,['Evil Nine'],['4I61op5v2v1kabf5V44j0n'],1,1,False,0.667,0.8059999999999999,11,-6.222,0,0.0417,0.000849,0.899,0.132,0.264,126.991,371876,4.0,2016,2016-09-14
1NYJz0Pf4oclvtkeJFMnGr,Jesus Was A Terrorist,The Sky is Falling and I Want My Mommy,3B9oG5SUrHaH8FBhelm0o6,"['Jello Biafra', 'Nomeansno']","['1ddbFlSqbqp2vuJd5CuRcE', '4wDDRTuUAWHiYtrvYsU0kp']",2,1,False,0.128,0.974,2,-8.967,1,0.211,0.00139,0.0284,0.349,0.327,188.122,154840,4.0,1991,1991
0PxlGnHbx9ZZHy6v3Dxwt1,Down With Love,Love Is A Dog,4LH5j11J3xO5euo66wTvMW,['Metropolis Votary'],['6EheiIm79Le43RnmWsyPkU'],7,1,False,0.7759999999999999,0.609,1,-12.082,0,0.2189999999999999,0.1369999999999999,7.96e-05,0.228,0.6709999999999999,79.999,175547,4.0,2010,2010-01-01
3fXBELdVJowp6Xtq0WYJfd,Burning,Exit,0F5IskoFOuVH9BwkQDKx6X,['üNN'],['1yZbA9817FU14OeRIJ1Dig'],14,1,False,0.545,0.6940000000000001,8,-7.356,1,0.0317,0.346,0.272,0.0981,0.311,110.057,307635,4.0,2008,2008-08-22
7Ewr1o3WpjFtZfxDC0ZZx5,What's Goin' On,Cover Story,24p5Q5pkYoHQnIYebW6HX7,['Celia Slattery'],['3wlWkfDRMh8xHNwXhCRLTd'],4,1,False,0.6629999999999999,0.389,5,-14.437,0,0.0496,0.416,0.000707,0.0671,0.8220000000000001,129.453,267773,4.0,2008,2008-02-14
75lnvFZRTyUBGtE6huyEGZ,Better Part of Me,Seven Past Sunset,2ESQBT9XQSkm7bsyLOXtuO,['Seven Past Sunset'],['5FsdoMwUeEwrsVD0VOuE59'],4,1,False,0.455,0.7040000000000001,7,-6.1720000000000015,1,0.0358,0.00301,0.0,0.133,0.32,145.164,276253,4.0,2019,2019-08-02
42qy5OsLkvGnWZZ7WUJCTh,Live Forever,Live at Billy Bob's Texas,3tL4RRLlcpGRM5uiDrmkOd,['Billy Joe Shaver'],['05FEKb23HHED5ZsWmKo8kz'],9,1,False,0.635,0.395,7,-13.263,1,0.0348,0.551,0.00214,0.943,0.34,99.362,176133,4.0,2012,2012-07-17
3a77CqmHYC5NfnArhuimZX,"Eine romantische Suite, Op. 125: III. Finale",Reger: Orchestral Works,2DidklMJJoFFpVqWZTVr7I,"['Max Reger', 'Nordwestdeutsche Philharmonie', 'Hermann Scherchen']","['2qpchAUtJNY45rG7auwQgz', '5zwGpMXCQhFFfF0gWVs4zM', '5EMijG4wKSVPJIOQhD4nWX']",8,1,False,0.06,0.133,6,-18.334,0,0.0437,0.887,0.868,0.121,0.0338,51.69300000000001,709467,4.0,1995,1995-01-25
3W6qZ2AX067kACsVshCRdO,Absent Stars (Live),"Live (Secrets of the Lost Satellite Tour, Spring 2007)",37hqz2tAj0Yw6yTY5uugkR,['Ken Andrews'],['1y1l5fMMx1VIehHQQbValM'],9,1,False,0.42,0.894,6,-4.795,0,0.0857,7.94e-05,0.00157,0.905,0.422,143.969,196680,4.0,2008,2008-01-15
1wxjIhZIcFq3Rrk0zsxHp8,Aunque Me Porte Mal,Aura,0SukGZiXMtmsZoxstkBtNR,['Ozuna'],['1i8SpTcr7yvPOmcqrbnVXY'],10,1,False,0.82,0.723,10,-3.611,0,0.0608,0.102,0.0,0.0976,0.785,95.988,201227,4.0,2018,2018-08-24
6nYdf47lCYCGD2iVzlMaEq,Prologue: Ragtime,Ragtime: The Musical (Original Broadway Cast Recording)l,1ITaTY1cwy5bnG3Dyoucr1,['Ragtime Ensemble'],['1P5YP4ZRB1BOTzDDaXvmxE'],1,1,False,0.56,0.452,5,-9.943,1,0.102,0.89,2.23e-06,0.208,0.395,121.394,564827,4.0,1998,1998
1JetmPIRcsCCMkLce0OQV0,Promise Me,Superstitions,2pwrm1keHAI7XFPp35gTBG,['Misun'],['4p8nb7TMZ9hta2igswtJZA'],10,1,False,0.6779999999999999,0.8440000000000001,0,-4.295,1,0.289,0.0289,3.81e-05,0.409,0.418,175.97799999999995,226364,4.0,2014,2014-11-11
5AsAkJ4xglDyUkI4cYrAfJ,Est-ce que tu dors,Lp1,361wlDogBseWFumZrk8Loi,['Navet Confit'],['6aZpCVbPUYikMx9HJV897D'],9,1,False,0.409,0.308,0,-12.57,1,0.0292,0.8220000000000001,0.821,0.129,0.0572,65.08,131680,4.0,2007,2007-10-30
0t0PBreD3PCfa3YF5quLLj,Find Myself Thinking Of,Reggae Music Lives,42ucuoHpFOezTVtyRoIors,['Gramps Morgan'],['7eA9Vth6x4I2V5kW7RlREX'],6,1,False,0.622,0.636,5,-5.938,1,0.057,0.143,0.0,0.24,0.745,84.719,228280,4.0,2012,2012-04-24
1jYhPw0utnlihisAlfb8XI,Candlestick,Faces,3bf3U251FTsAoMzjqQqnyx,['Pale Blue Jak'],['2ZVsXI1rVfNNrG2dt1nqjT'],6,1,False,0.556,0.462,2,-12.276,1,0.0289,0.6,0.0101,0.105,0.361,143.931,197107,4.0,2011,2011-10-14
5T6dvRMnujoso0AJwJrSFB,Cruzin',Sonic Overload,3cuRDCOkxs4OW8vzub74Hr,['Bass Mekanik'],['4JUSCFfdr8aYMOMt4Fv0YK'],17,1,False,0.728,0.88,6,-8.366,1,0.0305,0.00483,0.942,0.119,0.923,107.08,273667,4.0,1998,1998-06-23
7zBsI1J8ZfLkQc36g6xJmE,100 Rounds,Life's Purpose,3Fva6jd8JtUI3uEtNhwZnP,['Ynx716'],['0c9ySvQo7TiU4a1zPvqFm8'],1,1,True,0.451,0.762,6,-5.104,1,0.296,0.0518,0.0,0.1889999999999999,0.519,77.165,156480,4.0,2020,2020-01-16
4lad3kIPCIUp8OFMrI5ugx,Nagoo Nemiyam,40 Golden Hits of Hayedeh,0nweIV67Lnk32o9H8TW3NI,['Hayedeh'],['5b1CDxqOGnXr5M1DUn2XQh'],1,2,False,0.6829999999999999,0.615,2,-9.037,1,0.0751,0.581,1.09e-05,0.12,0.84,158.935,388000,3.0,2008,2008-07-18
1SYXmqBRE2f0gBQlvNmuxS,All I Left Behind,Stairway to the Heavens,3BfHj03hysB3nWRxs8BTGP,['Demented Sound Mafia'],['0alNw4hy3lkqIyWcpnE6mx'],15,1,False,0.292,0.522,0,-10.35,1,0.0393,0.0021,0.904,0.109,0.0391,123.906,226267,4.0,2015,2015-03-01
5ukXnY1PijBkjGcW5mzey1,Sometimes When It Rains - Live,Live at Kilden: 20th Anniversary Concert (Live),6h2zX83ro8tTYfvFfvzvnt,['Secret Garden'],['6GUg2fRLklsnSJsG3PrTt0'],9,1,False,0.213,0.516,5,-11.084,1,0.0547,0.88,0.5429999999999999,0.946,0.0484,83.359,270373,4.0,2016,2016-09-09
4VCzfFvIIG9e9YMV5IDezk,Clouds,Putting The Days To Bed,5lmfARDogvxJ61Gku3sTYK,['The Long Winters'],['6zdwVjGPgGGZ7W5oBcisP2'],7,1,False,0.525,0.505,7,-9.291,1,0.025,0.218,0.0,0.098,0.255,98.899,214200,4.0,2006,2006
4AAMr4QpnvqJgudC3q8J5h,Demolished,The Future of What,36gl02xRg6qWfTuOrwEdAi,['Unwound'],['4YjpqCSDD7zwMQgPYJMqb0'],2,1,False,0.243,0.983,7,-6.776,1,0.0662,7.46e-06,0.731,0.354,0.4,146.893,168991,4.0,1995,1995-04-24
5biXLUIATU5LGgCbPgRCXN,Dark Chops,Dark Chops,1sjTL5MMFzthRkhLn518JE,['Elizabeth II'],['5jCwmhMwKt6s5hvOkBX2fR'],1,1,False,0.614,0.857,6,-2.376,0,0.0444,0.00692,0.21,0.0397,0.5579999999999999,121.976,178760,4.0,2019,2019-07-23
493DTYt711cdamqJzq4KST,Die Gefühle haben Schweigepflicht,Best Of,11VnZA8KyuAiHbWf1GHhFQ,['Andrea Berg'],['5dXbkgq9goxRAwCFoNU9Dp'],1,1,False,0.636,0.831,9,-4.459,1,0.0466,0.3379999999999999,0.0,0.0557,0.738,123.799,207933,4.0,2001,2001-10-08
0ekQHmHvxQdXlwAsqF2ccx,Where Were You When I Was Falling In Love,Your Favorite Songs,0Lvn5R8pK94H81UnM59PMC,['Lobo'],['1sldhz8tzC100cRAdfnMht'],9,1,False,0.747,0.56,7,-10.671,1,0.0321,0.104,2.31e-05,0.0511,0.8640000000000001,112.058,199267,4.0,1991,1991-10-28
7JqjjdLtDUjPBbIkO6aA3t,The Building Blocks of Life,Sirius B,1nZgmI8ePHhyCzNlu0Wk9Q,['Venter'],['7MUJETuPfzteVwlw94PgdF'],14,1,False,0.546,0.29,3,-7.44,0,0.0289999999999999,0.33,0.933,0.265,0.4970000000000001,100.13,67027,4.0,2007,2007-01-01
68VhxbyI53F2OtBa5gB0Bh,Sonata No. 60 in C Major: III. Allegro molto,"The Super Audio Collection, Vol. 8",23maHiyM9eKL87NNYv9eLn,"['Franz Joseph Haydn', 'Gottlieb Wallisch']","['656RXuyw7CE0dtjdPgjJV6', '6uhRYtNdQ4poxPyyXxeRvC']",2,1,False,0.484,0.291,0,-19.413,1,0.0519,0.989,0.8420000000000001,0.177,0.326,132.914,144293,1.0,2015,2015-07-17
16ktlmMNADtprDRxRorDNh,Time Traveler,Time Traveler,33tD4OvHP0n0feYwofuBZL,['Policy Gang'],['4LfzDL10Nw4q9150C4Lbut'],3,1,False,0.534,0.871,11,-5.353,1,0.342,0.318,0.0,0.795,0.812,171.93400000000003,234067,4.0,2005,2005-01-01
78S6T4spUDnVggL8RGWZH3,You've changed,Inside Chicago Vol. 1,5gfNSO0jCqOPSS6Xbl3Lkr,"['Von Freeman', 'Brad Goode']","['39Ni96Dw8uEeQb2KgeXIT8', '64N3o1ZDVRFwVut9CYTu6N']",2,1,False,0.363,0.0304,5,-25.885,1,0.0519,0.987,0.499,0.73,0.222,56.777,783907,5.0,2001,2001
4PPe8U2bzRoc9J3FT4BRQB,Unfortunate Casino,Unfortunate Casino,55D5Z52ApJ4Yh3uwLgJ0OQ,['Gerry Beckley'],['431C2mKCK1n7XnRejGtbdz'],2,1,False,0.631,0.667,4,-6.521,1,0.0288,0.0409999999999999,0.086,0.28,0.695,106.976,289813,4.0,2011,2011-03-31
6EEG0ugDpDOwuM19CrNH1V,Red Sunrise,Hunger!,11X1Mg67EHzY3UPlagSb4o,"['Loes Luca', 'Willem Breuker Kollektief']","['4A3AinlW20g01spqkdciFs', '13BLm7qVmXP6cBGwUuPjdZ']",6,1,False,0.405,0.426,9,-14.174,0,0.0452,0.133,0.0103,0.7909999999999999,0.267,121.162,487467,4.0,2000,2000-01-01
5HhqO5uRCYznK2Qev8m9zG,The Light,Make America Crazy Again,4GWQWSmkIg1yjorgHaRfoU,['Miss Crazy'],['0VUHSreTy9O6WN7F0POPCn'],12,1,False,0.43,0.8640000000000001,8,-6.747000000000001,1,0.0593,0.000222,0.0005099999999999,0.302,0.474,132.988,190760,4.0,2019,2019-12-25
2Ar9jO0ejbpB5SqzA4lxCV,Death Of Giants,War Bear,5me9fl7LFbb0Hn5qYzruJ2,['Moonbow'],['53yTdDFPrbwPkiqs2kf32X'],5,1,False,0.297,0.893,8,-4.675,1,0.0429,0.0625,0.00211,0.0462,0.479,113.542,208851,4.0,2017,2017-04-21
79p00BpCVSjjDsDoqfRpIa,Go Tell It on the Mountain,Christmas Serenity,5MSnzLpTxKZVpa9GicDHoz,"['Louie Papachristos', 'Daniel May']","['3teusXGx9G6DhfIOqAoUpm', '1v1sbhRjpHfjqdBpSiwCvc']",11,2,False,0.246,0.185,3,-16.58,1,0.0307,0.926,0.318,0.0864,0.153,62.919,243867,3.0,2014,2014-01-01
05USyiYSYT6Ve9qvFldVxs,"Serenade No. 1 In D Major, Op. 11: V. Scherzo: Allegro",Brahms: Four Hand Piano Music Vol. 4,6Ixq6Z0Fs19k8B6z5lLnp9,"['Johannes Brahms', 'Silke-Thora Matthies', 'Christian Kohn']","['5wTAi7QkpP6kp8a54lmTOq', '2fmquHJDDgvwjYfMYBOcZa', '5bXYEWKLJ2dNWW2s2i6nQw']",5,1,False,0.5579999999999999,0.152,2,-20.47,1,0.0389,0.993,0.889,0.0623,0.623,133.376,164120,4.0,1999,1999-02-03
2fPOFsQ4zwPjEwTOhl4FCr,Lonesome Pine,"It's A Long, Long Road",5Xc64l4jp4WoP1RceytCyC,['Blue Highway'],['4nnZcSw4lGTxiq3AvYt8Dd'],2,1,False,0.725,0.583,11,-9.476,1,0.0287,0.76,0.0943,0.207,0.8909999999999999,112.151,188440,4.0,2005,2005-04-19
6BLAPKWIF0n3CbJCyV17m3,Harmonic Vibrations (Tau Ceti Mix),Future World,71tSa1dT27ezRD48sJo2Ri,"[""Jon O'Bergh""]",['3DLaHItGYzQFcNkobkRifP'],10,1,False,0.752,0.759,10,-9.401,0,0.0613,0.0016,0.181,0.118,0.794,117.996,258316,4.0,2016,2016-04-01
1goSzTOUWx7hA74A0URib5,Yondo,#Evenforthesummer,0Rm4qME7JaGP13YkZjW4ZQ,"['Datkid Smoove', 'Ode To Saturday']","['6xZq5rccDafF32ZibtZibc', '4FmW6ZmvX3AvP0967fWNbb']",9,1,True,0.536,0.385,1,-17.096,1,0.44,0.0946,0.0,0.205,0.302,76.845,229931,3.0,2017,2017-02-25
5g0NvZ5aIIehvqsub1YIRG,La Soledad,Kindness Of Strangers,1zdPm8joqit9EyDiaXXlhe,['Leni Stern'],['5z7dWllkrl04Wn7g9JFlgM'],3,1,False,0.373,0.324,9,-10.931,1,0.0316,0.8009999999999999,0.00548,0.081,0.297,123.788,235293,4.0,2001,2001-08-07
0ctAvD2GO0A3MTp1Zw7Q9n,Flood Waters,Voodoo Lake,3YC3g2jv06rnReZUqL0Fx1,['Jamie Campbell'],['6OTLE6qFRaZUlKrdOK70ip'],6,1,False,0.509,0.6609999999999999,10,-6.728,0,0.0251,2.75e-05,0.0016,0.109,0.556,95.048,276147,3.0,2014,2014-07-01
12VEEPv3Nlmt2vyPlU4Sc4,Devil In My Soup - Kidnapped LP,"Wild Beasts, Kidnapped, And More",3ZWw1Ky4vktv5zP0kHWDeT,['Club Foot Orchestra'],['6O9x7TTFPDwErj7Q9x6Ydx'],17,1,False,0.612,0.414,11,-15.616,0,0.0872,0.154,0.777,0.0575,0.69,128.775,275533,4.0,1987,1987
6HUe3R1MrPtf6hO1FlwBbk,Shifting Sands,Native Tongue,4EFvdKte7ZmwdlRa6Q32iD,['Kam Falk'],['5xfIsRLv9UPmU9XsRaPpCP'],2,1,False,0.5,0.716,4,-9.369,0,0.0407,0.0518,0.37,0.062,0.507,74.655,309600,4.0,2002,2002
5s0ra2SV34yHqp6kI10ui7,I Don't Want to Be a What-You-Want Somebody,That Girl Belongs to Me (Expanded Version),5VTTVJ2MfqKvIIjmS0NAqg,['Charles Wilson'],['3O5Kzox3KesoXnEUu129Tt'],1,1,False,0.7040000000000001,0.585,10,-4.849,1,0.0514,0.162,0.0,0.0398,0.291,95.834,235867,4.0,2012,2012-03-06
4MbZZ5n9zJLlICaR1gBL8K,When Grandpa Sang Amazing Grace,Family Harmony,6KnJXPFHGuiDl7NlfGLkca,['The Nelons'],['6qL6hgjCwgoC8VG7MuY7wn'],6,1,False,0.539,0.411,7,-7.661,1,0.0286,0.7609999999999999,0.0,0.0868,0.225,97.059,211387,4.0,2016,2016-08-12
4yDo84I6AeGo3hlUzIDSfn,"Les rondes, H. 200: I. Poco allegro",Martinů: La revue de cuisine - Harpsichord Concerto - Chamber Music No. 1 - Les rondes,7023apAxlrCddltCAvIyzp,"['Bohuslav Martinů', 'Holst Sinfonietta', 'Klaus Simon']","['2cN9SgfyZo6l6TijoewUaZ', '5ZT1HcAxu6FvtBWzq5J0gF', '261uFRGVcMTnnhhpPzPhsm']",7,1,False,0.602,0.299,2,-16.461,0,0.0367,0.959,0.949,0.0457,0.846,109.257,66440,4.0,2012,2012-06-05
78JaGNg1W9iIgK9csENXsZ,Fantasie on Musica Callada # 10,Round About Mompou,55xr2zpxnJfuj2mL08T4ED,"['Richard Beirach', 'Gregor Huebner', 'George Mraz']","['3AYoHrPhmpKwXL4beH0wCn', '20gZxG96Gyyp8nLjPghBd5', '6o1OpKGBkE7eSYjtaMfQKe']",3,1,False,0.413,0.244,0,-15.031,1,0.0443,0.882,0.1989999999999999,0.103,0.336,113.58,133040,5.0,2001,2001-08-27
5ukV5abxdxCQEcWxPKKWip,Way Back to Love,New Day Riddim,6wQVjlV9qUFPVAVZK7m8dY,['Mark Messam'],['68mwnUKOJejZMgDuwRH0dt'],10,1,False,0.737,0.541,2,-8.54,0,0.0967,0.245,0.0,0.0981,0.619,92.07,227467,4.0,2004,2004-11-06
0lkp2QHvoTfgY8gYozOcfT,Kagero,Dear,3DCuSislw0Fstw3mb6VvbD,['Boris'],['3EgMK920cIH5aLxFnJ6zSi'],5,1,False,0.0827,0.5479999999999999,11,-7.154,1,0.0454,0.00813,0.8059999999999999,0.128,0.17,85.18299999999998,334107,1.0,2017,2017-07-14
2bx4yK0boGnghWx3WeKHV0,I Fall in Love Too Easily,From My Heart,5Q45urluILuLzILD1vZQov,['Eric Reed'],['6aIBBSprVv4xXTT6vzONXU'],10,1,False,0.415,0.16,0,-19.411,0,0.0406,0.939,0.929,0.295,0.124,69.181,267933,3.0,2002,2002-02-26
0vWBnKIP1b23RrafkqC42x,Lost & Confused!,Ils Verront,2VLmqA6liyiWLQ7pu8d0na,['Autumn!'],['5delTPpDAtBDsjk60f5xnt'],10,1,True,0.8390000000000001,0.541,1,-6.222,1,0.0445,0.134,4.5e-05,0.106,0.226,115.019,200385,4.0,2020,2020-08-26
7Fa1t7evrmcONJkWEeFGGT,On Tour,Black Air Force Activity: The Reload,4LUjYfNxGrJKkoVdGGsAcu,['Teejayx6'],['5jGqKmL1iBtlEb3LZovw8Y'],20,1,True,0.6779999999999999,0.627,9,-6.944,0,0.358,0.141,0.0,0.1159999999999999,0.354,98.348,151200,4.0,2020,2020-08-28
0GhM0VDSJLxo1po5DosNiK,198,Only,12dwe8HRtMn9k6bXBbTx6e,"['Beans', 'Hamid Drake', 'William Parker']","['7sIVbnHhMEvzexb91mLGEc', '3UJfOrT4kZIoRtRfaCQgFp', '5r65V3tfKsDc3nHfpIl7D0']",10,1,False,0.679,0.504,6,-11.46,1,0.223,0.0379,0.0763,0.0977,0.6809999999999999,92.967,219613,4.0,2006,2006-04-04
4xRUvG7gPuau3cs1b3HLeC,9am: My Head Hurts,The Hangover,4DlzPZlln6YxAadqxedhsv,['Diskonnekted'],['62zTblA9FZADPAChlqQtGO'],1,1,False,0.444,0.643,7,-9.73,0,0.0465,0.619,0.782,0.214,0.27,160.007,202547,4.0,2006,2006-09-19
6EHrJAlK4w6bX57UwMTJEB,Presto,The Bells Of St. Genevieve and other Baroque Delights,5qm31YIYMXVSC1IW96EOfJ,"['Antonio Vivaldi', 'Vladimir Spivakov']","['2QOIawHpSlOwXDvSqQ9YJR', '24o3OUQvNiz3IY9DQhFhnF']",4,1,False,0.361,0.336,0,-16.34,0,0.0396,0.952,0.8590000000000001,0.303,0.531,157.514,156667,3.0,1992,1992-01-28
4QqBqOPGFbWDQ9n6VSsDWy,"Triakontameron, 30 Moods and Scenes in Triple Measure: No. 5 Twillight Phantasms","Godowsky, L.: Piano Music, Vol. 4",6rnVX1068hjRkldbltPNJV,"['Leopold Godowsky', 'Konstantin Scherbakov']","['0HC5DGqdUzXorIXUudkeWG', '6f4LXqcGifD364sFBKFfoN']",5,1,False,0.451,0.00469,6,-33.67,0,0.0381,0.995,0.902,0.0953,0.121,79.295,178107,4.0,2001,2001-02-12
1G4Rk27tfWOxTENsMNSC8o,The Washer Woman’s Dream,Piano,2fNfuuZvIfUgfABsNfG3Ki,['Brett Juilly'],['5b2AOo13utNPVRmkUyKGME'],14,1,False,0.272,0.198,6,-18.283,0,0.0392,0.992,0.853,0.119,0.126,103.279,184333,4.0,2007,2007-01-01
6QIH1fUlnkAQBpgAv5BsAP,Rest,"Rest, Inspirations from Taize",1fSrpF5FUwMTw4N5crjADr,['Gemma & Co.'],['7DpFP2FyMCcWm03EPQv7vN'],7,1,False,0.382,0.212,0,-9.481,0,0.0301,0.973,0.00181,0.235,0.243,79.093,299755,4.0,2006,2006-10-30
0ePvZGG40LObTZ9hqwlbwX,Takin' Over - Mixed,Defected Presents Most Rated 2018 (Mixed),5OvlMUc1bWkVowAfx2TW5k,['Illyus & Barrientos'],['6n5ccknvteaKfN4WA2qf3C'],9,3,False,0.7340000000000001,0.857,9,-8.055,0,0.0414,0.000869,0.8440000000000001,0.0461,0.474,123.013,296575,4.0,2017,2017-12-01
1JKTgiCDNoi4NQo8Rfhn8C,Look at Your Hands - Remastered,Faith,34K1Kvskt9arWy8E1Gz3Lw,['George Michael'],['19ra5tSw0tWufvUp8GotLo'],7,1,False,0.772,0.915,9,-8.927999999999997,0,0.043,0.37,0.0842,0.0542,0.645,124.365,277800,4.0,1987,1987-10-30
3E261tWGyNlBhwb14LbaSO,What Kind of Love Is This,Simple Songs,3WCxLdEvu2vOcYocTweKPv,['Steve Bell'],['3xhSIBI2rJH54OJfq8i98R'],8,1,False,0.428,0.0141,4,-25.877,1,0.0376,0.71,0.0,0.0906,0.3939999999999999,138.657,160027,3.0,2000,2000-09-15
2cjmzJULqPEavCIGvDrctS,On the Trail from Grand Canyon Suite,The Green Album,1GVNJCHNco15SNMgVoKvnK,"['Ferde Grofé', 'John Williams', 'Boston Pops Orchestra']","['0tWfibobfCwFxRF5PpBVyR', '3dRfiJ2650SZu6GbydcHNb', '7CIcEIOiWaZcEH35cpsdZq']",7,1,False,0.213,0.0365,9,-25.039,1,0.0422,0.841,0.344,0.147,0.0377,84.087,459093,4.0,1992,1992-06-02
3LOyKJtxNh5C9nw634gPFI,On God,EP 5,6agFwWyOdfyHeCxM5s6dVr,['Qveen Herby'],['4o4tLTIJ3eWMFerz73atcT'],5,1,True,0.4479999999999999,0.58,4,-7.358,0,0.0356,0.0969,0.0,0.311,0.228,191.742,184607,4.0,2019,2019-02-08
0NRU9faJQJxsxDUH4pPO7U,Saturdays in the Sun,Pride & Tradition,63BJ4LC5zqIbK3hDUlcS2p,['Harrington Saints'],['1RDbWgz2y9PZFLHk8d9D2T'],4,1,True,0.462,0.993,8,-3.619,1,0.0879,0.00511,0.0,0.276,0.138,96.45,152555,4.0,2012,2012-05-01
70UK0YDOY2hJpznMsoLtjt,When I Had (I Didn't Need),Back To Bogalusa,3gHz8obzP8k8LwBtZNQoH0,['Chicago Bob Nelson'],['6uLkV7vjjvEam2pRPzgPur'],3,1,False,0.5820000000000001,0.866,0,-7.081,0,0.0399,0.178,0.000335,0.253,0.955,94.225,194240,4.0,1996,1996-02-28
10INbY3Uei2qMvu5AGT2sY,House on the Hill,Road Rail River,73ppNbYx5DnoqH7ofRq2C6,['Jack Adaptor'],['6ds01SHVo8eZKc7iTcTR8I'],11,1,False,0.617,0.52,7,-7.432,1,0.0288,0.7020000000000001,0.286,0.0981,0.6409999999999999,106.409,166867,4.0,2016,2016-05-06
2QKRrjXF3ahW4vCAhFcqTk,Nightmare,Threshold,2UORgEQqalvOdVazlalb74,['Sugar Blue'],['3HojqGF4FshKki7Ku6gPqE'],11,1,False,0.478,0.966,2,-1.592,0,0.103,0.0471,1.14e-05,0.362,0.745,117.482,383053,4.0,2010,2010-01-10
